userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
tgonsaloif,Proactive,IL,james madison high school,vienna,VA,2.3,2024,Computer Science,Computer Engineering,757,349,12,2,20,13,25,614,536,256,726,639,660,669,474,250,1
ntosspellig,24/7,TX,whitney high school,cerritos,CA,2.22,2026,Spanish,Creative Writing,379,488,36,2,7,23,18,454,540,736,781,549,385,598,751,377,7
gfrottonih,Customizable,FL,brooklyn technical high school,brooklyn,NY,2.07,2022,Mathematics,Computer Engineering,257,456,12,4,7,9,34,709,232,517,686,252,730,429,456,424,6
iankerii,Expanded,AZ,academic magnet high school,north charleston,SC,3.16,2026,Biology,Computer Engineering,599,718,15,15,27,17,18,794,281,606,208,536,504,531,611,333,8
sgermanij,24/7,TX,academy for information technology,scotch plains,NJ,2.39,2025,Mathematics,Psychology,450,654,35,1,11,16,3,259,215,769,657,397,255,427,689,543,8
etilfordik,grid-enabled,NY,james madison high school,vienna,VA,3.77,2024,Spanish,Creative Writing,517,517,32,14,14,1,2,486,571,208,548,282,437,332,520,782,9
bnesterovil,workforce,AL,whitney high school,cerritos,CA,3.37,2022,Spanish,Sociology,351,356,29,28,9,22,14,726,670,268,427,783,272,619,738,579,7
kurienim,Monitored,DE,brooklyn technical high school,brooklyn,NY,2.4,2022,Computer Science,Sociology,214,468,12,14,19,10,19,397,646,438,711,435,233,258,724,455,10
sdeenyin,Multi-channelled,CA,academic magnet high school,north charleston,SC,3.2,2025,Biology,Sociology,440,473,33,4,10,5,15,526,558,472,536,353,765,779,545,719,6
ccroyserio,De-engineered,LA,academy for information technology,scotch plains,NJ,2.92,2025,Biology,Sociology,522,483,22,24,9,34,32,647,695,783,668,687,730,642,385,401,1
mdyetip,Streamlined,GA,james madison high school,vienna,VA,2.84,2022,Computer Science,Sociology,567,685,10,28,29,36,14,391,737,428,646,296,233,218,771,231,4
asantelloiq,background,DC,whitney high school,cerritos,CA,3.51,2026,Computer Science,Creative Writing,655,279,30,13,18,35,13,607,418,756,639,332,625,799,556,445,0
srochewellir,mission-critical,LA,brooklyn technical high school,brooklyn,NY,3.86,2026,Mathematics,Creative Writing,710,643,3,17,18,3,8,239,309,329,216,439,662,441,685,657,2
charbinis,Progressive,FL,academic magnet high school,north charleston,SC,3.69,2026,Biology,Computer Engineering,491,799,13,27,35,27,30,248,598,581,318,706,502,505,593,371,3
pearengeyit,software,SD,academy for information technology,scotch plains,NJ,3.73,2024,English,Sociology,718,308,17,5,9,3,15,671,671,501,495,749,777,437,427,383,8
sneediu,foreground,FL,james madison high school,vienna,VA,3.82,2022,Mathematics,Sociology,687,734,12,15,27,24,10,652,237,304,445,482,469,250,604,774,8
amittoniv,Persistent,CA,whitney high school,cerritos,CA,3.05,2022,Biology,Sociology,472,245,28,22,15,3,14,246,405,384,752,538,355,227,382,558,8
fsachnoiw,Re-contextualized,TX,brooklyn technical high school,brooklyn,NY,3.87,2023,Computer Science,Computer Engineering,504,380,31,29,33,23,36,649,350,322,610,673,732,203,584,775,8
acutressix,local,UT,academic magnet high school,north charleston,SC,2.04,2023,Mathematics,Sociology,773,614,16,9,9,26,3,368,230,752,217,546,713,343,718,679,3
ltrippiy,national,TX,academy for information technology,scotch plains,NJ,2.76,2024,Mathematics,Psychology,710,733,32,20,28,14,3,658,260,616,253,546,664,312,415,492,5
bwitardiz,maximized,MI,james madison high school,vienna,VA,2.02,2026,English,Creative Writing,737,717,34,9,1,27,24,592,349,586,692,206,304,258,461,671,7
rdriverj0,motivating,CO,whitney high school,cerritos,CA,2.59,2025,English,Creative Writing,570,798,28,15,3,3,26,778,590,679,769,679,524,585,642,424,4
cbroxholmej1,bi-directional,WA,brooklyn technical high school,brooklyn,NY,3.93,2023,Mathematics,Sociology,547,280,12,22,18,35,35,453,426,569,224,339,275,710,271,314,0
cbaalhamj2,frame,DC,academic magnet high school,north charleston,SC,2.39,2023,Spanish,Creative Writing,369,482,2,27,14,36,5,378,788,472,358,767,453,486,736,336,5
cthelwllj3,Multi-layered,VA,academy for information technology,scotch plains,NJ,2.06,2024,Biology,Psychology,693,743,33,1,17,6,27,345,752,753,565,670,317,780,761,498,5
kfreakj4,paradigm,IN,james madison high school,vienna,VA,2.47,2026,Spanish,Sociology,380,545,5,13,29,21,5,681,358,249,566,520,360,528,466,207,3
jlurnerj5,process improvement,CO,whitney high school,cerritos,CA,2.47,2025,Computer Science,Computer Engineering,623,649,7,5,13,9,16,330,799,466,772,588,605,463,356,708,10
rbrydonj6,support,TX,brooklyn technical high school,brooklyn,NY,2.77,2022,Spanish,Computer Engineering,516,249,31,5,28,4,16,468,604,640,551,606,653,370,257,463,0
nlucchij7,heuristic,LA,academic magnet high school,north charleston,SC,3.63,2025,Spanish,Creative Writing,268,286,29,7,32,8,24,692,376,433,463,323,536,408,372,351,10
dgoringj8,Sharable,TX,academy for information technology,scotch plains,NJ,2.64,2026,Biology,Computer Engineering,395,798,27,6,8,13,7,778,540,593,370,385,344,636,661,447,10
dabsonj9,Multi-tiered,ID,james madison high school,vienna,VA,3.53,2022,Computer Science,Sociology,634,683,9,4,8,12,4,482,343,718,276,641,733,782,778,207,1
gcookesja,open architecture,CA,whitney high school,cerritos,CA,2.12,2026,English,Creative Writing,446,358,20,21,2,27,2,663,424,428,270,542,673,593,497,494,5
mvossejb,Upgradable,TX,brooklyn technical high school,brooklyn,NY,2.51,2024,English,Sociology,246,506,35,30,29,36,5,306,722,559,394,330,371,586,399,593,5
grhydderchjc,disintermediate,CA,academic magnet high school,north charleston,SC,2.25,2024,Biology,Creative Writing,715,597,1,18,26,12,9,442,571,575,784,778,756,371,235,475,6
acreginjd,access,CA,academy for information technology,scotch plains,NJ,3.78,2022,Computer Science,Sociology,601,773,16,12,30,25,17,247,624,307,700,538,429,265,369,560,7
dgimenezje,needs-based,NE,james madison high school,vienna,VA,3.07,2022,Biology,Sociology,300,240,23,33,18,15,7,625,289,664,649,761,638,213,671,790,3
gfishburnjf,Decentralized,OR,whitney high school,cerritos,CA,3.31,2024,English,Computer Engineering,217,512,17,28,20,1,14,423,765,580,513,618,637,765,479,691,5
ahadigatejg,software,CA,brooklyn technical high school,brooklyn,NY,2.12,2026,Computer Science,Creative Writing,435,217,25,6,5,35,10,301,224,712,344,597,740,465,264,337,1
pindgsjh,alliance,CA,academic magnet high school,north charleston,SC,2.43,2024,Spanish,Sociology,278,690,8,27,16,23,15,527,298,774,754,636,471,708,230,695,9
ndescoffierji,Stand-alone,TX,academy for information technology,scotch plains,NJ,2.15,2023,Computer Science,Creative Writing,691,350,15,3,34,13,20,619,323,662,602,550,326,651,786,625,5
bgrayerjj,fresh-thinking,TX,james madison high school,vienna,VA,3.08,2025,Computer Science,Psychology,766,424,6,6,32,17,36,437,522,566,682,464,528,253,616,258,10
obatesonjk,Configurable,MD,whitney high school,cerritos,CA,2.66,2025,Mathematics,Sociology,295,302,6,4,23,32,26,444,268,650,552,790,480,254,680,672,3
apachecojl,didactic,NY,brooklyn technical high school,brooklyn,NY,3.29,2022,Spanish,Sociology,260,385,18,1,26,4,24,641,212,370,562,641,268,455,733,681,2
bfiremanjm,Compatible,MO,academic magnet high school,north charleston,SC,3.78,2025,Computer Science,Creative Writing,588,291,19,6,6,2,3,524,467,662,314,697,691,344,572,477,4
seaggerjn,Vision-oriented,CO,academy for information technology,scotch plains,NJ,2.58,2022,Mathematics,Computer Engineering,212,573,15,36,14,8,27,721,671,242,415,488,388,216,693,348,8
kcowperjo,uniform,IL,james madison high school,vienna,VA,3.22,2024,Mathematics,Sociology,360,577,24,17,4,18,33,297,759,753,303,494,763,288,416,286,8
llutonjp,multi-state,MI,whitney high school,cerritos,CA,3.53,2025,Computer Science,Computer Engineering,265,692,36,27,8,20,3,397,388,524,530,296,333,548,790,391,6
isymesjq,initiative,NC,brooklyn technical high school,brooklyn,NY,2.93,2023,English,Psychology,440,509,30,25,35,9,19,214,526,573,788,654,584,538,715,473,8
mswanjr,radical,DC,academic magnet high school,north charleston,SC,2.55,2025,Mathematics,Psychology,725,543,16,19,17,7,26,501,264,224,544,674,247,579,657,207,8
cgerbjs,internet solution,FL,academy for information technology,scotch plains,NJ,3.28,2026,English,Psychology,348,592,17,18,21,28,5,744,405,224,652,430,205,394,373,552,1
asellmanjt,maximized,DC,james madison high school,vienna,VA,2.27,2023,Spanish,Psychology,626,709,30,20,13,5,9,684,771,593,591,735,303,259,410,505,9
rgheerhaertju,throughput,DC,whitney high school,cerritos,CA,2.42,2023,Computer Science,Psychology,459,378,35,3,2,28,16,788,657,486,695,492,646,724,278,779,4
akerwickjv,structure,DE,brooklyn technical high school,brooklyn,NY,3.26,2025,Computer Science,Creative Writing,220,611,34,25,33,33,16,762,228,579,210,625,283,364,664,524,2
cvalenssmithjw,Universal,CA,academic magnet high school,north charleston,SC,3.49,2024,Biology,Creative Writing,336,361,32,1,33,7,8,497,288,692,205,225,520,530,546,537,7
egonthardjx,static,FL,academy for information technology,scotch plains,NJ,2.19,2026,Spanish,Psychology,541,672,17,22,11,15,25,526,792,369,542,221,294,401,562,375,0
gjentinjy,Innovative,WV,james madison high school,vienna,VA,3.25,2022,Mathematics,Creative Writing,540,643,31,33,35,36,33,487,645,744,539,651,245,500,640,709,4
kdigiorgiojz,middleware,WA,whitney high school,cerritos,CA,2.54,2022,Mathematics,Creative Writing,420,288,24,30,26,28,2,463,301,261,678,428,654,749,351,687,1
emaccookk0,Centralized,IL,brooklyn technical high school,brooklyn,NY,3.68,2022,English,Psychology,486,747,8,26,28,36,17,343,389,314,729,273,517,209,227,705,9
lharriskinek1,dedicated,GA,academic magnet high school,north charleston,SC,3.28,2025,Mathematics,Computer Engineering,756,722,11,19,19,28,7,612,588,477,762,761,584,498,553,660,3
gtreharnek2,Configurable,CA,academy for information technology,scotch plains,NJ,3.82,2025,Mathematics,Creative Writing,499,240,25,25,21,5,29,676,671,657,724,222,791,561,292,321,8
bdresserk3,Polarised,OH,james madison high school,vienna,VA,2.66,2024,Computer Science,Psychology,302,787,5,19,19,7,4,711,380,603,337,235,240,376,336,275,2
febblesk4,Open-source,CA,whitney high school,cerritos,CA,2.42,2026,English,Psychology,652,557,24,34,15,27,11,387,636,701,252,263,719,649,408,229,6
cneligank5,Exclusive,FL,brooklyn technical high school,brooklyn,NY,2.36,2024,Biology,Psychology,627,485,24,12,8,18,27,682,294,240,473,712,397,514,473,311,4
rcoshamk6,Synchronised,NC,academic magnet high school,north charleston,SC,3.3,2025,Computer Science,Computer Engineering,533,653,28,15,8,22,17,750,738,796,538,359,278,508,406,563,4
tbenezek7,well-modulated,CT,academy for information technology,scotch plains,NJ,3.9,2024,English,Psychology,418,441,11,10,24,15,15,379,426,773,602,787,277,519,782,608,5
akitleek8,Graphic Interface,VA,james madison high school,vienna,VA,3.99,2023,English,Psychology,355,319,30,20,31,1,29,774,549,587,739,652,419,683,205,638,3
kseagek9,multi-tasking,OR,whitney high school,cerritos,CA,2.21,2026,Computer Science,Creative Writing,210,509,34,33,34,23,10,539,496,770,630,771,590,445,768,537,10
wgonzaleska,Graphic Interface,IA,brooklyn technical high school,brooklyn,NY,3.22,2024,Biology,Computer Engineering,413,587,14,34,35,6,33,488,711,569,575,574,740,527,769,626,7
pwathankb,Business-focused,CA,academic magnet high school,north charleston,SC,2.43,2023,Spanish,Sociology,570,222,24,7,1,23,25,507,244,737,626,662,321,280,211,302,3
tbartleetkc,tertiary,AL,academy for information technology,scotch plains,NJ,3.83,2024,Computer Science,Sociology,621,219,36,17,16,24,4,567,244,474,203,374,643,586,411,220,5
zroelofsenkd,Exclusive,PA,james madison high school,vienna,VA,3.82,2024,Biology,Sociology,779,388,24,17,27,24,22,364,685,563,245,526,220,372,485,765,7
mlingke,Front-line,AK,whitney high school,cerritos,CA,3.61,2025,Mathematics,Sociology,473,568,13,1,21,30,21,745,492,767,666,619,471,624,300,539,10
sminguetkf,Profound,AZ,brooklyn technical high school,brooklyn,NY,2.16,2022,Computer Science,Psychology,766,798,2,9,27,23,8,765,438,781,703,688,746,471,269,620,0
gpagettkg,Public-key,NY,academic magnet high school,north charleston,SC,2.52,2025,Mathematics,Computer Engineering,598,453,24,20,29,7,22,257,787,655,238,446,496,573,739,420,2
esellerkh,interactive,AZ,academy for information technology,scotch plains,NJ,3.47,2023,Biology,Sociology,276,208,5,29,14,4,14,672,774,618,417,748,264,472,648,608,8
cneesonki,customer loyalty,WV,james madison high school,vienna,VA,2.59,2023,Biology,Computer Engineering,769,393,29,10,36,6,26,559,219,255,335,655,297,399,481,789,8
jgasonkj,radical,VA,whitney high school,cerritos,CA,3.13,2022,Spanish,Creative Writing,672,643,31,8,31,36,25,309,539,556,753,475,275,324,666,258,0
cdrinankk,Focused,VA,brooklyn technical high school,brooklyn,NY,2.74,2024,Biology,Psychology,444,758,22,9,33,34,10,470,279,332,529,535,256,582,221,659,7
bfettiplacekl,transitional,CA,academic magnet high school,north charleston,SC,3.18,2023,English,Creative Writing,377,704,20,14,15,12,23,662,672,607,549,651,406,406,378,309,9
adesportkm,pricing structure,TN,academy for information technology,scotch plains,NJ,2.58,2024,Computer Science,Psychology,339,689,35,30,8,17,6,544,677,510,370,237,267,404,372,276,5
rackensonkn,didactic,OH,james madison high school,vienna,VA,2.14,2026,Spanish,Computer Engineering,353,393,17,36,19,24,3,515,555,777,200,727,497,598,674,620,0
kpetraitisko,Diverse,NY,whitney high school,cerritos,CA,3.63,2025,Mathematics,Creative Writing,471,414,16,31,32,31,5,487,657,259,422,376,782,238,361,682,0
vcovottikp,5th generation,MA,brooklyn technical high school,brooklyn,NY,3.46,2023,Biology,Psychology,506,418,30,14,29,36,28,737,751,771,204,227,618,619,438,278,4
cmosconkq,Monitored,MD,academic magnet high school,north charleston,SC,3.44,2026,Spanish,Sociology,263,643,5,2,24,29,15,261,623,571,541,451,574,495,726,407,1
dduffreekr,paradigm,OH,academy for information technology,scotch plains,NJ,3.69,2025,Biology,Computer Engineering,382,718,6,4,10,9,16,793,411,350,383,250,360,542,611,207,5
cfeatherbieks,intermediate,CT,james madison high school,vienna,VA,2.09,2026,Computer Science,Creative Writing,478,704,15,28,35,20,22,623,639,731,546,486,630,751,431,720,8
nwhitneykt,internet solution,DC,whitney high school,cerritos,CA,3.83,2026,Mathematics,Creative Writing,340,605,10,10,20,2,18,673,466,611,509,780,598,455,500,393,6
soreaganku,complexity,NM,brooklyn technical high school,brooklyn,NY,2.13,2025,English,Psychology,734,354,13,5,27,4,6,400,544,575,391,458,521,446,245,274,10
lfairhamkv,eco-centric,CA,academic magnet high school,north charleston,SC,3.74,2023,Computer Science,Creative Writing,379,620,14,11,36,23,31,761,666,693,430,696,202,229,465,532,8
jpaschokw,Operative,MN,academy for information technology,scotch plains,NJ,3.86,2022,Mathematics,Creative Writing,658,605,24,27,21,1,29,574,674,402,260,488,790,765,581,432,3
cholbykx,encompassing,GA,james madison high school,vienna,VA,3.19,2025,Mathematics,Psychology,321,685,19,19,26,31,24,226,207,416,729,415,522,572,673,500,2
ciashviliky,Compatible,MN,whitney high school,cerritos,CA,3.7,2024,Mathematics,Sociology,356,640,17,13,24,1,6,496,241,791,708,231,266,389,435,596,10
kbulledkz,extranet,OH,brooklyn technical high school,brooklyn,NY,3.33,2023,Mathematics,Computer Engineering,538,496,23,9,29,28,20,624,383,664,639,696,500,404,538,703,8
mcarlettil0,system engine,CA,academic magnet high school,north charleston,SC,2.21,2024,Mathematics,Sociology,562,201,18,8,29,30,3,289,611,237,309,329,393,322,206,672,5
jvankovl1,real-time,FL,academy for information technology,scotch plains,NJ,2.05,2022,Computer Science,Psychology,660,384,12,18,12,5,33,664,613,273,530,564,528,711,553,778,2
jbuttruml2,architecture,TX,james madison high school,vienna,VA,2.88,2024,Mathematics,Computer Engineering,786,690,7,5,15,3,20,558,416,310,456,655,732,707,729,314,3
gfigliovannil3,Organic,TN,whitney high school,cerritos,CA,3.49,2026,Biology,Psychology,332,273,27,6,5,18,34,569,602,711,495,456,544,721,330,222,5
kvarnalsl4,bi-directional,TX,brooklyn technical high school,brooklyn,NY,2.38,2025,English,Creative Writing,732,315,27,20,6,15,28,340,302,436,657,507,532,447,681,687,0
mslixbyl5,Business-focused,LA,academic magnet high school,north charleston,SC,3.28,2022,Spanish,Sociology,700,214,33,21,1,17,22,262,468,266,297,745,715,625,417,342,0
rfarryanl6,contingency,IN,academy for information technology,scotch plains,NJ,2.57,2025,Spanish,Creative Writing,407,649,23,6,21,31,32,776,304,631,656,471,558,317,424,550,7
awaddamsl7,explicit,IN,james madison high school,vienna,VA,2.99,2025,Biology,Psychology,374,771,21,20,18,33,35,567,676,315,266,516,229,666,449,794,9
jwitterl8,national,MI,whitney high school,cerritos,CA,3.0,2022,Spanish,Sociology,423,514,3,20,21,11,16,237,453,650,626,797,226,680,255,256,10
gmundowl9,secondary,TN,brooklyn technical high school,brooklyn,NY,2.14,2024,Mathematics,Creative Writing,653,725,16,18,22,17,18,414,587,673,715,696,383,677,734,609,2
cjouannotla,migration,MO,academic magnet high school,north charleston,SC,2.33,2024,Biology,Creative Writing,663,454,16,23,23,1,25,594,409,326,742,416,412,445,269,366,1
jdesbrowlb,needs-based,PA,academy for information technology,scotch plains,NJ,3.84,2024,Biology,Psychology,593,210,11,15,29,1,13,532,224,597,447,602,333,704,746,474,9
mfretwelllc,Exclusive,MI,james madison high school,vienna,VA,3.81,2024,English,Psychology,610,639,11,35,32,6,23,211,312,329,641,519,427,237,379,632,0
jboddyld,strategy,IN,whitney high school,cerritos,CA,2.39,2024,English,Computer Engineering,300,593,7,4,14,13,29,503,503,749,787,771,251,555,776,723,2
hdenisyevle,paradigm,MA,brooklyn technical high school,brooklyn,NY,2.67,2023,Spanish,Psychology,714,490,3,32,35,25,20,312,663,435,704,729,438,798,414,556,10
aheggielf,implementation,AZ,academic magnet high school,north charleston,SC,3.29,2026,Spanish,Creative Writing,524,667,7,21,20,27,28,267,471,312,616,599,331,419,398,763,7
ldracksfordlg,data-warehouse,NY,academy for information technology,scotch plains,NJ,3.86,2022,Computer Science,Computer Engineering,707,608,26,6,17,16,19,247,268,602,274,458,592,297,226,217,7
mreadwinglh,framework,DC,james madison high school,vienna,VA,2.74,2023,Biology,Sociology,504,434,10,9,33,5,26,742,580,550,703,425,334,516,768,252,5
tgrzelakli,multimedia,AZ,whitney high school,cerritos,CA,3.93,2023,Mathematics,Creative Writing,347,373,21,35,30,29,28,296,495,690,769,276,542,768,735,279,8
nbiddlecombelj,Compatible,TX,brooklyn technical high school,brooklyn,NY,3.59,2023,Spanish,Creative Writing,625,753,22,29,13,12,29,792,660,332,751,278,645,609,356,513,0
qpowdrilllk,moratorium,CA,academic magnet high school,north charleston,SC,3.66,2025,English,Creative Writing,267,527,10,18,16,13,26,527,278,755,481,274,411,668,282,560,6
dmattevill,strategy,CA,academy for information technology,scotch plains,NJ,2.18,2025,Biology,Creative Writing,281,776,10,28,5,11,20,582,788,639,319,671,727,504,312,794,8
mmisklm,Public-key,FL,james madison high school,vienna,VA,2.66,2023,Computer Science,Psychology,233,772,19,4,22,18,28,730,289,740,548,757,552,784,211,671,0
nhawtinln,Implemented,TX,whitney high school,cerritos,CA,2.21,2022,Spanish,Psychology,391,243,8,27,29,5,20,690,401,223,317,494,441,360,239,327,4
jcheavinlo,ability,WA,brooklyn technical high school,brooklyn,NY,3.02,2026,Mathematics,Computer Engineering,657,271,11,2,4,19,29,770,404,658,565,605,490,726,542,345,9
tnewcomelp,De-engineered,OK,academic magnet high school,north charleston,SC,2.38,2022,Mathematics,Computer Engineering,367,689,31,26,26,30,1,270,260,228,768,548,528,473,401,350,5
bparrishlq,Upgradable,OH,academy for information technology,scotch plains,NJ,3.62,2022,Spanish,Sociology,671,381,30,15,1,28,2,491,233,767,488,547,677,281,372,673,2
dcancellariolr,Upgradable,MN,james madison high school,vienna,VA,3.37,2024,English,Creative Writing,703,320,4,30,28,26,36,526,464,244,650,444,716,538,281,298,4
tornilsls,toolset,CA,whitney high school,cerritos,CA,3.85,2022,English,Computer Engineering,766,295,6,27,13,19,35,607,466,668,430,599,718,260,439,378,5
csitlintonlt,systemic,NJ,brooklyn technical high school,brooklyn,NY,2.87,2022,Spanish,Sociology,780,479,3,29,21,8,8,319,594,205,554,206,677,528,553,392,9
hgoodramlu,multimedia,NY,academic magnet high school,north charleston,SC,2.72,2022,Spanish,Computer Engineering,523,333,16,11,23,9,4,478,394,299,369,456,781,543,788,423,10
cgricelv,initiative,NY,academy for information technology,scotch plains,NJ,2.64,2026,Spanish,Creative Writing,296,292,21,9,34,23,29,369,287,653,777,305,750,201,411,234,4
kpetrichatlw,extranet,MD,james madison high school,vienna,VA,2.22,2024,Biology,Sociology,713,259,9,36,31,3,36,545,541,514,427,596,325,278,428,213,10
gmedewaylx,Front-line,NY,whitney high school,cerritos,CA,3.1,2024,English,Creative Writing,437,252,23,30,35,32,18,617,762,464,699,510,658,261,776,697,10
mrenakly,background,PA,brooklyn technical high school,brooklyn,NY,3.41,2022,Spanish,Psychology,367,661,25,32,14,24,13,322,386,714,559,462,543,394,330,475,10
esmietonlz,leverage,CA,academic magnet high school,north charleston,SC,2.14,2024,Spanish,Psychology,384,727,1,34,30,25,25,296,327,748,420,332,705,508,397,534,8
shappsm0,open architecture,MO,academy for information technology,scotch plains,NJ,3.95,2022,Mathematics,Sociology,233,558,1,14,4,18,34,468,415,573,621,265,576,210,550,406,1
agillesonm1,radical,IL,james madison high school,vienna,VA,3.13,2025,English,Computer Engineering,671,257,19,32,1,9,9,340,242,548,619,765,282,441,618,518,2
dgallicom2,product,OK,whitney high school,cerritos,CA,2.03,2022,Computer Science,Computer Engineering,678,282,3,15,29,9,23,208,703,659,704,287,670,633,797,715,7
chowlerm3,homogeneous,FL,brooklyn technical high school,brooklyn,NY,2.62,2023,Computer Science,Creative Writing,633,426,30,32,8,14,3,585,765,349,342,367,447,343,618,684,4
kgildeam4,Re-engineered,TX,academic magnet high school,north charleston,SC,2.04,2024,Biology,Creative Writing,337,349,1,12,26,17,16,722,673,645,599,629,709,543,524,541,4
gstobbartm5,superstructure,CA,academy for information technology,scotch plains,NJ,3.29,2022,Mathematics,Computer Engineering,358,583,33,24,34,15,2,755,377,634,385,743,745,231,269,754,6
acarnowm6,Grass-roots,NY,james madison high school,vienna,VA,3.52,2023,Mathematics,Computer Engineering,546,656,7,11,9,24,26,713,310,226,609,431,594,568,571,475,1
jpowleslandm7,mission-critical,SC,whitney high school,cerritos,CA,3.68,2024,Computer Science,Creative Writing,740,633,5,36,17,32,11,332,305,542,251,565,536,741,596,704,8
pbonasm8,next generation,NC,brooklyn technical high school,brooklyn,NY,2.9,2024,Mathematics,Sociology,611,368,8,17,28,9,11,294,517,261,522,363,313,646,363,733,1
anittom9,Multi-layered,AZ,academic magnet high school,north charleston,SC,2.46,2022,Biology,Psychology,355,477,7,15,28,26,16,464,738,379,695,414,382,341,436,357,6
trettiema,projection,GA,academy for information technology,scotch plains,NJ,2.18,2026,Biology,Psychology,238,708,16,34,5,21,36,661,332,598,415,451,273,752,368,559,1
lantognellimb,tertiary,CT,james madison high school,vienna,VA,2.25,2022,Spanish,Psychology,508,681,3,36,29,16,30,558,642,668,731,218,588,591,566,472,2
tjeaffresonmc,portal,PA,whitney high school,cerritos,CA,2.91,2022,Biology,Sociology,501,274,6,11,31,6,23,397,341,754,207,428,497,555,631,442,2
htelegamd,neutral,CA,brooklyn technical high school,brooklyn,NY,2.9,2026,Spanish,Creative Writing,354,255,21,12,19,4,10,712,486,538,794,411,498,753,286,713,5
bpritchittme,policy,NY,academic magnet high school,north charleston,SC,2.41,2025,Computer Science,Psychology,323,410,35,19,7,21,31,655,631,245,468,448,709,497,789,338,3
fstokermf,Multi-layered,OK,academy for information technology,scotch plains,NJ,3.05,2026,Biology,Creative Writing,243,240,34,14,20,33,33,795,648,541,232,593,326,500,305,266,6
fdillestonmg,foreground,IL,james madison high school,vienna,VA,2.01,2025,Computer Science,Computer Engineering,388,485,7,23,22,29,13,328,243,622,671,427,545,460,205,514,9
vhubbinsmh,Horizontal,LA,whitney high school,cerritos,CA,2.49,2022,English,Psychology,701,600,27,12,30,30,32,444,565,266,783,301,569,684,532,290,4
dhugkmi,focus group,OK,brooklyn technical high school,brooklyn,NY,3.4,2023,Computer Science,Creative Writing,260,404,32,13,28,9,20,410,665,451,244,523,627,753,403,450,3
mcawkwellmj,parallelism,TX,academic magnet high school,north charleston,SC,2.46,2026,Spanish,Creative Writing,514,302,2,33,28,31,8,397,649,738,543,332,479,378,240,500,4
kkolyaginmk,functionalities,CA,academy for information technology,scotch plains,NJ,2.38,2024,Biology,Psychology,373,345,21,5,26,36,4,211,464,528,284,791,576,232,441,326,10
nsempillml,Re-contextualized,TX,james madison high school,vienna,VA,2.91,2024,Mathematics,Computer Engineering,464,526,11,24,2,9,19,432,500,468,548,508,737,730,455,203,4
kkroutmm,optimizing,FL,whitney high school,cerritos,CA,2.04,2022,Biology,Computer Engineering,769,676,32,15,10,27,13,388,589,689,536,308,432,711,331,382,8
lavramowmn,Team-oriented,OH,brooklyn technical high school,brooklyn,NY,3.55,2025,Mathematics,Creative Writing,297,357,28,5,27,1,14,586,443,534,439,553,218,399,501,389,2
cbainbriggemo,matrix,IL,academic magnet high school,north charleston,SC,2.6,2023,Computer Science,Psychology,384,479,32,24,9,15,36,718,465,694,268,340,738,442,220,290,5
kharlockmp,De-engineered,MO,academy for information technology,scotch plains,NJ,2.93,2026,Biology,Psychology,679,590,28,13,35,33,2,757,413,216,291,412,266,530,766,723,2
mdorrancemq,optimizing,MI,james madison high school,vienna,VA,3.68,2022,Mathematics,Sociology,333,527,32,20,11,10,6,515,668,323,720,403,513,284,492,567,5
amorsonmr,alliance,FL,whitney high school,cerritos,CA,2.7,2026,Biology,Computer Engineering,603,307,35,31,21,27,16,244,452,356,644,530,696,750,505,466,7
jtayloems,task-force,DC,brooklyn technical high school,brooklyn,NY,2.96,2022,Computer Science,Psychology,264,454,20,24,25,7,31,272,348,675,429,456,267,213,681,784,9
ctynewellmt,system-worthy,GA,academic magnet high school,north charleston,SC,2.5,2024,Mathematics,Sociology,263,253,19,27,23,6,5,747,527,312,405,598,798,538,658,482,2
amacclenanmu,Distributed,FL,academy for information technology,scotch plains,NJ,3.68,2023,Biology,Sociology,440,343,13,3,10,13,3,339,339,565,282,556,648,418,656,732,3
bmurgatroydmv,initiative,MO,james madison high school,vienna,VA,3.93,2024,Spanish,Creative Writing,523,676,36,6,4,14,31,266,739,434,631,270,647,447,390,502,9
doxmw,multimedia,CT,whitney high school,cerritos,CA,2.19,2024,Biology,Creative Writing,723,542,6,32,18,35,25,235,648,409,472,593,643,509,651,709,5
dhuncootmx,Progressive,NY,brooklyn technical high school,brooklyn,NY,2.45,2023,English,Creative Writing,463,569,7,18,30,31,19,410,202,641,331,376,667,587,580,344,7
rdrevermy,Balanced,CA,academic magnet high school,north charleston,SC,2.36,2023,Mathematics,Computer Engineering,348,421,17,31,9,18,8,332,549,503,426,782,797,343,752,738,8
wstannasmz,Networked,VA,academy for information technology,scotch plains,NJ,2.17,2025,Mathematics,Creative Writing,778,222,15,36,4,8,7,763,497,314,574,494,651,367,277,494,3
cwardhawn0,Secured,PA,james madison high school,vienna,VA,2.67,2026,Mathematics,Creative Writing,796,629,33,5,28,20,29,380,465,382,800,723,280,318,595,210,6
